Y3Al5O12,Density=4.55,
"Energy(eV),","Delta,",Beta
945.901917,0.000902507,0.000186297
949.944824,0.000895066,0.000183509
954.005005,0.000887668,0.000180761
958.08252,0.000880294,0.000178048
962.177429,0.000872981,0.000175375
966.289856,0.000865729,0.000172743
970.419922,0.000858512,0.00017015
974.567566,0.000851336,0.000167596
978.733032,0.000844219,0.00016508
982.916199,0.000837162,0.000162603
987.11731,0.000830133,0.000160163
991.336365,0.000823155,0.00015776
995.573425,0.000816236,0.000155394
999.828552,0.000809374,0.000153063
1004.10199,0.000802536,0.000150768
1008.39355,0.000795756,0.000148508
1012.70355,0.000789033,0.000146282
1017.03192,0.00078236,0.000144093
1021.37885,0.000775725,0.000141944
1025.74426,0.000769146,0.000139828
1030.12842,0.000762623,0.000137744
1034.53137,0.000756146,0.000135681
1038.95312,0.000749716,0.000133639
1043.39355,0.00074334,0.000131629
1047.85327,0.000737018,0.000129649
1052.33179,0.000730724,0.000127711
1056.82959,0.000724473,0.000125807
1061.34656,0.000718276,0.000123931
1065.88293,0.000712132,0.000122083
1070.4386,0.000706018,0.000120262
1075.01379,0.000699956,0.000118469
1079.6084,0.000693947,0.000116702
1084.22278,0.000687985,0.000114962
1088.85693,0.00068206,0.000113247
1093.51074,0.000676187,0.000111559
1098.18457,0.000670365,0.000109895
1102.8783,0.000664583,0.000108257
1107.59216,0.00065884,0.000106643
1112.32617,0.000653146,0.000105052
1117.08032,0.000647502,0.000103486
1121.85474,0.000641893,0.000101943
1126.64978,0.000636326,0.000100424
1131.46509,0.000630808,9.89E-05
1136.30115,0.000625338,9.75E-05
1141.15771,0.000619896,9.60E-05
1146.03516,0.000614501,9.46E-05
1150.93347,0.000609152,9.32E-05
1155.85266,0.000603847,9.18E-05
1160.79297,0.000598572,9.04E-05
1165.75427,0.000593342,8.91E-05
1170.73682,0.000588159,8.77E-05
1175.74072,0.000583012,8.64E-05
1180.76587,0.000577899,8.51E-05
1185.81262,0.000572831,8.39E-05
1190.88086,0.000567807,8.26E-05
1195.97095,0.000562814,8.14E-05
1201.08264,0.000557858,8.02E-05
1206.21606,0.000552946,7.90E-05
1211.37158,0.000548077,7.78E-05
1216.54919,0.000543233,7.66E-05
1221.74878,0.00053843,7.55E-05
1226.9707,0.000533669,7.44E-05
1232.21484,0.000528947,7.33E-05
1237.48145,0.000524249,7.22E-05
1242.77051,0.000519592,7.11E-05
1248.08228,0.000514977,7.00E-05
1253.41675,0.000510394,6.90E-05
1258.77393,0.000505838,6.80E-05
1264.15405,0.000501323,6.69E-05
1269.55725,0.000496848,6.59E-05
1274.9834,0.000492397,6.50E-05
1280.43286,0.000487975,6.40E-05
1285.90564,0.000483592,6.30E-05
1291.40161,0.000479249,6.21E-05
1296.92126,0.000474921,6.12E-05
1302.46436,0.000470628,6.02E-05
1308.03137,0.000466374,5.93E-05
1313.62183,0.000462156,5.85E-05
1319.23657,0.000457948,5.76E-05
1324.875,0.000453778,5.67E-05
1330.53772,0.000449645,5.59E-05
1336.22461,0.00044554,5.50E-05
1341.93567,0.000441448,5.42E-05
1347.67126,0.000437394,5.34E-05
1353.4314,0.000433376,5.26E-05
1359.21606,0.000429373,5.18E-05
1365.02551,0.000425389,5.11E-05
1370.85974,0.000421442,5.03E-05
1376.71887,0.000417531,4.95E-05
1382.60315,0.000413618,4.88E-05
1388.51245,0.000409732,4.81E-05
1394.44727,0.000405882,4.74E-05
1400.40723,0.000402066,4.66E-05
1406.3927,0.000398227,4.59E-05
1412.40369,0.000394425,4.53E-05
1418.44043,0.000390658,4.46E-05
1424.50305,0.000386905,4.39E-05
1430.59155,0.000383131,4.33E-05
1436.70605,0.000379393,4.26E-05
1442.84668,0.00037569,4.20E-05
1449.01343,0.000371967,4.14E-05
1455.20679,0.000368226,4.07E-05
1461.42651,0.000364522,4.01E-05
1467.67273,0.000360854,3.95E-05
1473.94568,0.000357091,3.89E-05
1480.24548,0.000353322,3.83E-05
1486.57227,0.00034959,3.78E-05
1492.92603,0.000345897,3.72E-05
1499.30688,0.000341919,3.67E-05
1505.71509,0.000337978,3.61E-05
1512.15063,0.000334079,3.56E-05
1518.61377,0.000330023,3.50E-05
1525.10449,0.000325312,3.45E-05
1531.62292,0.000320658,3.40E-05
1538.16931,0.000316059,3.35E-05
1544.74353,0.000305235,3.30E-05
1551.34595,0.000287201,3.25E-05
1557.97644,0.000269451,3.20E-05
1564.6355,0.000287582,5.62E-05
1571.32288,0.000297083,5.54E-05
1578.03894,0.000297701,5.46E-05
1584.78357,0.000298286,5.38E-05
1591.55713,0.000298841,5.31E-05
1598.35962,0.000297556,5.23E-05
1605.19116,0.000296143,5.15E-05
1612.05188,0.000294733,5.08E-05
1618.94202,0.000293249,5.00E-05
1625.86157,0.000291398,4.93E-05
1632.81055,0.000289558,4.86E-05
1639.78931,0.000287729,4.79E-05
1646.79797,0.000285823,4.72E-05
1653.83655,0.000283806,4.65E-05
1660.90527,0.000281802,4.59E-05
1668.00415,0.000279812,4.52E-05
1675.1333,0.000277753,4.45E-05
1682.29309,0.000275665,4.39E-05
1689.48328,0.000273593,4.33E-05
1696.70435,0.000271536,4.26E-05
1703.9563,0.000269419,4.20E-05
1711.23914,0.000267308,4.14E-05
1718.55322,0.000265215,4.08E-05
1725.89844,0.000263129,4.02E-05
1733.27502,0.000261001,3.96E-05
1740.68335,0.00025889,3.90E-05
1748.12317,0.000256796,3.85E-05
1755.59473,0.000254696,3.79E-05
1763.09839,0.000252573,3.73E-05
1770.63403,0.000250468,3.68E-05
1778.2019,0.000248381,3.63E-05
1785.80212,0.000246278,3.57E-05
1793.43481,0.000244171,3.52E-05
1801.1001,0.000242082,3.47E-05
1808.79822,0.00024001,3.42E-05
1816.5293,0.000237914,3.37E-05
1824.29321,0.000235828,3.32E-05
1832.09045,0.000233761,3.27E-05
1839.92102,0.000231707,3.22E-05
1847.78503,0.00022962,3.17E-05
1855.68262,0.000227551,3.12E-05
1863.61401,0.000225501,3.08E-05
1871.57935,0.000223448,3.03E-05
1879.57861,0.000221367,2.99E-05
1887.61206,0.000219305,2.94E-05
1895.67993,0.000217262,2.90E-05
1903.78223,0.000215193,2.85E-05
1911.91919,0.000213107,2.81E-05
1920.09106,0.000211042,2.77E-05
1928.29761,0.000208996,2.73E-05
1936.53943,0.000206887,2.68E-05
1944.81641,0.000204777,2.64E-05
1953.12866,0.000202687,2.60E-05
1961.47656,0.000200614,2.56E-05
1969.86011,0.000198411,2.53E-05
1978.27942,0.00019623,2.49E-05
1986.73486,0.000194072,2.45E-05
1995.22644,0.000191862,2.41E-05
2003.75415,0.000189474,2.38E-05
2012.31836,0.000187113,2.34E-05
2020.91931,0.000184778,2.31E-05
2029.55701,0.000182088,2.27E-05
2038.23132,0.00017906,2.24E-05
2046.94299,0.00017607,2.20E-05
2055.69189,0.000173117,2.17E-05
2064.47827,0.000161804,2.14E-05
2073.30176,0.000147785,2.10E-05
2082.16333,0.000142247,3.89E-05
2091.06274,0.00016258,3.82E-05
2100.00024,0.000163335,3.76E-05
