Pt,Density=21.45,
"Energy(eV),","Delta,",Beta
5029.89111,0.00013407,2.69E-05
5064.29199,0.00013231,2.63E-05
5098.92822,0.000130554,2.57E-05
5133.80127,0.000128803,2.51E-05
5168.91357,0.000127088,2.45E-05
5204.26514,0.000125404,2.39E-05
5239.8584,0.000123756,2.34E-05
5275.69531,0.000122133,2.28E-05
5311.77783,0.00012052,2.23E-05
5348.10645,0.000118919,2.17E-05
5384.68408,0.0001173,2.12E-05
5421.51172,0.000115708,2.07E-05
5458.59082,0.000114149,2.02E-05
5495.92383,0.000112618,1.98E-05
5533.51221,0.000111115,1.93E-05
5571.35791,0.000109624,1.88E-05
5609.46191,0.00010815,1.84E-05
5647.82666,0.000106711,1.80E-05
5686.45361,0.000105294,1.76E-05
5725.34521,0.000103893,1.71E-05
5764.50244,0.000102506,1.67E-05
5803.92773,0.000101116,1.63E-05
5843.62256,9.97E-05,1.59E-05
5883.58936,9.84E-05,1.55E-05
5923.82861,9.71E-05,1.52E-05
5964.34375,9.58E-05,1.48E-05
6005.13574,9.45E-05,1.44E-05
6046.20654,9.32E-05,1.41E-05
6087.55811,9.19E-05,1.37E-05
6129.19336,9.06E-05,1.34E-05
6171.1123,8.94E-05,1.31E-05
6213.31885,8.82E-05,1.28E-05
6255.81348,8.70E-05,1.25E-05
6298.59863,8.58E-05,1.22E-05
6341.67725,8.46E-05,1.19E-05
6385.0498,8.35E-05,1.16E-05
6428.71924,8.23E-05,1.13E-05
6472.68701,8.12E-05,1.10E-05
6516.95605,8.01E-05,1.08E-05
6561.52734,7.90E-05,1.05E-05
6606.40332,7.79E-05,1.03E-05
6651.58643,7.68E-05,1.00E-05
6697.0791,7.58E-05,9.81E-06
6742.88232,7.47E-05,9.58E-06
6788.99902,7.37E-05,9.35E-06
6835.43115,7.27E-05,9.13E-06
6882.18066,7.17E-05,8.91E-06
6929.25,7.07E-05,8.69E-06
6976.64111,6.97E-05,8.48E-06
7024.35693,6.88E-05,8.28E-06
7072.39844,6.78E-05,8.08E-06
7120.76904,6.69E-05,7.89E-06
7169.46973,6.60E-05,7.70E-06
7218.50439,6.51E-05,7.51E-06
7267.87354,6.42E-05,7.33E-06
7317.58105,6.33E-05,7.16E-06
7367.62793,6.24E-05,6.99E-06
7418.01807,6.15E-05,6.82E-06
7468.75195,6.07E-05,6.66E-06
7519.83301,5.98E-05,6.50E-06
7571.26318,5.90E-05,6.34E-06
7623.04541,5.82E-05,6.19E-06
7675.18164,5.74E-05,6.04E-06
7727.6748,5.66E-05,5.90E-06
7780.52686,5.58E-05,5.76E-06
7833.74023,5.50E-05,5.62E-06
7887.31787,5.42E-05,5.48E-06
7941.26123,5.35E-05,5.35E-06
7995.57422,5.27E-05,5.22E-06
8050.25879,5.20E-05,5.10E-06
8105.31641,5.13E-05,4.98E-06
8160.75146,5.05E-05,4.86E-06
8216.56543,4.98E-05,4.74E-06
8272.76074,4.91E-05,4.63E-06
8329.34082,4.85E-05,4.51E-06
8386.30762,4.78E-05,4.40E-06
8443.66406,4.71E-05,4.30E-06
8501.41309,4.64E-05,4.20E-06
8559.55664,4.58E-05,4.10E-06
8618.09863,4.51E-05,4.00E-06
8677.04004,4.45E-05,3.91E-06
8736.38574,4.39E-05,3.81E-06
8796.13574,4.32E-05,3.72E-06
8856.2959,4.26E-05,3.63E-06
8916.86621,4.20E-05,3.54E-06
8977.85156,4.14E-05,3.45E-06
9039.25391,4.08E-05,3.37E-06
9101.07617,4.03E-05,3.29E-06
9163.32129,3.97E-05,3.21E-06
9225.99219,3.91E-05,3.13E-06
9289.09082,3.86E-05,3.05E-06
9352.62207,3.80E-05,2.98E-06
9416.58789,3.74E-05,2.91E-06
9480.99023,3.69E-05,2.84E-06
9545.83496,3.64E-05,2.77E-06
9611.12109,3.58E-05,2.70E-06
9676.85449,3.53E-05,2.64E-06
9743.03711,3.48E-05,2.58E-06
9809.67285,3.43E-05,2.51E-06
9876.76465,3.38E-05,2.45E-06
9944.31543,3.33E-05,2.40E-06
10012.3271,3.28E-05,2.34E-06
10080.8047,3.23E-05,2.28E-06
10149.75,3.19E-05,2.22E-06
10219.168,3.14E-05,2.17E-06
10289.0596,3.09E-05,2.11E-06
10359.4297,3.04E-05,2.06E-06
10430.2803,3.00E-05,2.00E-06
10501.6162,2.95E-05,1.95E-06
10573.4404,2.91E-05,1.90E-06
10645.7559,2.86E-05,1.85E-06
10718.5654,2.81E-05,1.81E-06
10791.873,2.77E-05,1.76E-06
10865.6816,2.72E-05,1.72E-06
10939.9961,2.68E-05,1.68E-06
11014.8174,2.63E-05,1.64E-06
11090.1504,2.58E-05,1.59E-06
11166,2.54E-05,1.55E-06
11242.3682,2.49E-05,1.52E-06
11319.2578,2.43E-05,1.48E-06
11396.6738,2.37E-05,1.44E-06
11474.6191,2.24E-05,1.40E-06
11553.0977,2.09E-05,1.37E-06
11632.1123,2.02E-05,3.49E-06
11711.6689,2.24E-05,3.40E-06
11791.7686,2.24E-05,3.31E-06
11872.416,2.23E-05,3.23E-06
11953.6152,2.22E-05,3.15E-06
12035.3701,2.20E-05,3.07E-06
12117.6836,2.18E-05,2.99E-06
12200.5596,2.15E-05,2.91E-06
12284.0029,2.13E-05,2.84E-06
12368.0176,2.11E-05,2.77E-06
12452.6064,2.08E-05,2.70E-06
12537.7734,2.06E-05,2.63E-06
12623.5225,2.03E-05,2.56E-06
12709.8594,2.00E-05,2.49E-06
12796.7852,1.97E-05,2.43E-06
12884.3066,1.94E-05,2.37E-06
12972.4268,1.91E-05,2.31E-06
13061.1484,1.88E-05,2.25E-06
13150.4785,1.83E-05,2.19E-06
13240.418,1.78E-05,2.14E-06
13330.9736,1.69E-05,2.90E-06
13422.1475,1.78E-05,2.83E-06
13513.9463,1.77E-05,2.77E-06
13606.373,1.75E-05,2.70E-06
13699.4307,1.73E-05,2.64E-06
13793.125,1.69E-05,2.58E-06
13887.4609,1.65E-05,2.82E-06
13982.4414,1.68E-05,2.76E-06
14078.0713,1.67E-05,2.69E-06
14174.3555,1.65E-05,2.63E-06
14271.2988,1.64E-05,2.57E-06
14368.9043,1.62E-05,2.51E-06
14467.1777,1.61E-05,2.44E-06
14566.123,1.59E-05,2.39E-06
14665.7461,1.57E-05,2.33E-06
14766.0498,1.55E-05,2.27E-06
14867.0391,1.54E-05,2.22E-06
14968.7188,1.52E-05,2.17E-06
15071.0947,1.50E-05,2.12E-06
15174.1709,1.48E-05,2.07E-06
15277.9512,1.47E-05,2.02E-06
15382.4414,1.45E-05,1.97E-06
15487.6475,1.43E-05,1.92E-06
15593.5713,1.41E-05,1.87E-06
15700.2207,1.40E-05,1.83E-06
15807.5996,1.38E-05,1.78E-06
15915.7129,1.36E-05,1.74E-06
16024.5645,1.35E-05,1.70E-06
16134.1631,1.33E-05,1.66E-06
16244.5088,1.31E-05,1.62E-06
16355.6104,1.30E-05,1.58E-06
16467.4727,1.28E-05,1.54E-06
16580.0977,1.26E-05,1.50E-06
16693.4922,1.25E-05,1.47E-06
16807.6641,1.23E-05,1.43E-06
16922.6191,1.22E-05,1.39E-06
17038.3574,1.20E-05,1.36E-06
17154.8887,1.19E-05,1.33E-06
17272.2148,1.17E-05,1.30E-06
17390.3457,1.16E-05,1.26E-06
17509.2832,1.14E-05,1.23E-06
17629.0352,1.13E-05,1.20E-06
17749.6055,1.11E-05,1.17E-06
17871,1.10E-05,1.14E-06
17993.2246,1.08E-05,1.12E-06
18116.2871,1.07E-05,1.09E-06
18240.1914,1.05E-05,1.06E-06
18364.9414,1.04E-05,1.04E-06
18490.543,1.03E-05,1.01E-06
18617.0059,1.01E-05,9.88E-07
18744.334,1.00E-05,9.63E-07
18872.5312,9.87E-06,9.40E-07
19001.6074,9.75E-06,9.17E-07
19131.5645,9.62E-06,8.95E-07
19262.4102,9.49E-06,8.73E-07
19394.1543,9.37E-06,8.52E-07
19526.7969,9.24E-06,8.31E-07
19660.3457,9.12E-06,8.11E-07
19794.8086,9.00E-06,7.91E-07
19930.1914,8.88E-06,7.72E-07
20066.5,8.76E-06,7.53E-07
20203.7402,8.65E-06,7.35E-07
20341.9199,8.53E-06,7.17E-07
20481.0449,8.42E-06,6.99E-07
20621.123,8.31E-06,6.82E-07
20762.1562,8.19E-06,6.66E-07
20904.1562,8.09E-06,6.50E-07
21047.125,7.98E-06,6.34E-07
21191.0723,7.87E-06,6.19E-07
21336.0039,7.77E-06,6.04E-07
21481.9277,7.66E-06,5.89E-07
21628.8496,7.56E-06,5.75E-07
21776.7754,7.46E-06,5.61E-07
21925.7148,7.36E-06,5.47E-07
22075.6699,7.26E-06,5.34E-07
22226.6543,7.16E-06,5.21E-07
22378.668,7.07E-06,5.08E-07
22531.7227,6.97E-06,4.96E-07
22685.8262,6.88E-06,4.84E-07
22840.9805,6.79E-06,4.72E-07
22997.1953,6.70E-06,4.61E-07
23154.4824,6.61E-06,4.49E-07
23312.8418,6.52E-06,4.39E-07
23472.2871,6.43E-06,4.28E-07
23632.8203,6.34E-06,4.17E-07
23794.4531,6.26E-06,4.07E-07
23957.1895,6.17E-06,3.97E-07
24121.041,6.09E-06,3.88E-07
24286.0117,6.01E-06,3.78E-07
24452.1094,5.93E-06,3.69E-07
24619.3457,5.85E-06,3.60E-07
24787.7246,5.77E-06,3.51E-07
24957.2559,5.69E-06,3.43E-07
25127.9473,5.61E-06,3.35E-07
25299.8047,5.54E-06,3.27E-07
25472.8379,5.46E-06,3.19E-07
25647.0547,5.39E-06,3.11E-07
25822.4629,5.32E-06,3.04E-07
25999.0703,5.24E-06,2.96E-07
26176.8848,5.17E-06,2.89E-07
26355.918,5.10E-06,2.82E-07
26536.1738,5.03E-06,2.75E-07
26717.6621,4.97E-06,2.68E-07
26900.3945,4.90E-06,2.61E-07
27084.373,4.83E-06,2.55E-07
27269.6113,4.77E-06,2.48E-07
27456.1172,4.70E-06,2.42E-07
27643.8984,4.64E-06,2.36E-07
27832.9648,4.58E-06,2.30E-07
28023.3203,4.51E-06,2.24E-07
28214.9805,4.45E-06,2.19E-07
28407.9531,4.39E-06,2.13E-07
28602.2441,4.33E-06,2.08E-07
28797.8633,4.27E-06,2.03E-07
28994.8223,4.22E-06,1.97E-07
29193.125,4.16E-06,1.93E-07
29392.7852,4.10E-06,1.88E-07
29593.8125,4.05E-06,1.83E-07
29796.2129,3.99E-06,1.78E-07
30000,3.94E-06,1.74E-07
