30,0.211671308,0.028075155
30.4181843,0.204608977,0.026360601
30.8421955,0.197813958,0.024750851
31.2721214,0.191268787,0.023239341
31.7080383,0.184958011,0.021820115
32.150032,0.178863525,0.020487597
32.5981827,0.172972649,0.019236449
33.0525818,0.167277992,0.018061677
33.5133171,0.161715761,0.016958632
33.9804764,0.156261146,0.015959883
34.4541473,0.150982454,0.015124575
34.9344177,0.145935833,0.014422842
35.4213829,0.141189381,0.013753715
35.9151382,0.13661024,0.013115589
36.4157791,0.132190242,0.012507054
36.9233932,0.12792173,0.011926778
37.4380875,0.123793766,0.011373417
37.9599533,0.119794577,0.010845701
38.4890938,0.115911409,0.010342522
39.0256119,0.112086564,0.009895641
39.5696068,0.108448558,0.009612096
40.1211853,0.104997419,0.009264321
40.6804543,0.101669319,0.00895553
41.2475166,0.098470211,0.008651637
41.8224831,0.095364787,0.008315061
42.405468,0.092349626,0.008004477
42.9965744,0.089434214,0.007735412
43.5959282,0.086612001,0.007441679
44.2036324,0.083894223,0.007189318
44.8198051,0.081263684,0.006914842
45.4445686,0.078698404,0.006638758
46.0780411,0.07618212,0.006373221
46.7203445,0.073734053,0.006144273
47.3715973,0.071364477,0.005926467
48.0319328,0.069054164,0.005729394
48.7014732,0.066826433,0.005581104
49.3803444,0.064719051,0.005392747
50.0686798,0.062614381,0.005248626
50.7666092,0.060544092,0.005151432
51.4742699,0.058614429,0.005056041
52.1917915,0.0567731,0.004953182
52.9193192,0.054998253,0.004825606
53.6569862,0.053277846,0.004677963
54.4049339,0.05157752,0.00451385
55.163311,0.04993099,0.004379993
55.9322586,0.048333205,0.004232753
56.7119217,0.046778627,0.004056252
57.5024567,0.045225024,0.00390069
58.3040123,0.043726407,0.003758511
59.1167336,0.042241596,0.003618448
59.9407921,0.040801842,0.003501607
60.7763329,0.039408531,0.003395064
61.6235237,0.038044673,0.003290596
62.4825172,0.036724616,0.003209081
63.3534927,0.035446692,0.003112301
64.2366028,0.034195345,0.003038096
65.1320343,0.032990079,0.002962931
66.0399323,0.031810999,0.002878809
66.960495,0.030666297,0.002806343
67.8938904,0.029553121,0.002728898
68.8402939,0.028466584,0.002649806
69.7998886,0.027398247,0.002562838
70.7728577,0.026344501,0.002480972
71.7593994,0.025318161,0.002413661
72.7596817,0.024316063,0.002344546
73.7739182,0.023327151,0.00228509
